,user,location,text,time_creation,id
0,DreamSailor2,,"@MISSXBUTTERFLYX @mhdksafa Agreed we should not forget those too, many of whom died as a consequence of the covid p… https://t.co/pD0oTDdBHB",2020-08-30 11:08:41,1300027657275478017
1,iotosphere,"London, England",June 2020 Global Consumer IoT Market Report 2020 COVID 19 Impact Analysis Updated Edition … https://t.co/gfxIHWyH4T,2020-08-30 11:08:41,1300027656658976768
2,Jennijeremies,Belfast,"@scotgov Coronavirus? Not Covid-19? 
You want people to wear a face covering because they potentially have the comm… https://t.co/wYSR7vcjAv",2020-08-30 11:08:40,1300027653899137025
3,89kmn98,"Florida, USA",@gator_gum @phillygirl444 @jonimarielew @Lrihendry @KamVTV Hospitals get more funding for COVID cases and deaths...… https://t.co/dqahcGIDvn,2020-08-30 11:08:39,1300027648534548480
4,viviannereim,الرياض,"""Despite the impact of Covid-19 on the hospitality industry, global hotel chains remain keen on their involvement i… https://t.co/gycjF6oov4",2020-08-30 11:08:38,1300027646760361984
5,lover_cal,𝔰𝔥𝔢/𝔥𝔢𝔯,@louiscigxrettes something you can learn @Louis_Tomlinson @Harry_Styles @NiallOfficial cough in covid,2020-08-30 11:08:38,1300027644914868224
6,mcdee_andy,,@TheGloryYears9 @Rhys68679545 @peterjukes I keep finding accounts I follow RTing this pandemic denial anti-science… https://t.co/Dz04czygGN,2020-08-30 11:08:38,1300027643094597633
7,RyeGSL,Rye NY,"Remembering Glenn Bellitto of Eastchester, lost to COVID nearly 6 months ago.. but not forgotten https://t.co/JySLGfjhEf",2020-08-30 11:08:37,1300027642138234880
8,willawilder35,"Massachusetts, USA","@JackPosobiec And 25% of the worlds covid deaths, 180,000 people jack",2020-08-30 11:08:37,1300027642041729024
9,PPaulCharles,London,@BeckyJ__ @ThePCAgency @AudienceNet @transportgovuk @FCOtravel @SimonCalder @TelegraphTravel @timestravel @BBCNews… https://t.co/75psF4u9ZJ,2020-08-30 11:08:36,1300027638115950592
10,batholiver,Cornwall,"Coronavirus latest news: Reopening universities could spark second wave, academics warn https://t.co/ui5eQXOO1r via @Telegraph",2020-08-30 11:08:36,1300027635494465536
11,oldmanadmire,Maldives,"#monemaker88882020Covid-19: 17 new positive cases, 1 death in Malaysia today https://t.co/Vs1ipyS9rj",2020-08-30 11:08:35,1300027633233727490
12,ZupancicJareen,"Pennsylvania, USA",@paulcshipley @VanAllenPlexico @moomoo70 @littllemel Covid RELATED.,2020-08-30 11:08:35,1300027632856297472
13,tedejr,Georgia,"In the, how in the hell did I miss this department, Stein Mart is closing due to Covid.  297 stores.  If there are… https://t.co/qogvdztPBL",2020-08-30 11:08:35,1300027631056957441
14,ianujbabu,"प्रयागराज, भारत",@narendramodi With Hike in covid-19 Cases upto 78k+ per day. It would be biggest mistake to conduct Exams in covid.… https://t.co/BgYHcDzmUy,2020-08-30 11:08:35,1300027630901633024
15,Shivani_678,"नई दिल्ली, भारत","@11Petitioners @anubha1812 @DrRPNishank Please please read these articles
This will show you the real truth behind… https://t.co/XtXCdhDSOv",2020-08-30 11:08:35,1300027630335348737
16,SaorAlba59,Fife Scotland/Alcala Spain,Is Matt Hancock denying care homes Covid-19 tests to deliberately harm residents? | Vox Political https://t.co/s4wsxqJrna,2020-08-30 11:08:35,1300027630260047872
17,MaunezCuadra,"Florida, USA","Governors of Fl, Al, Ga, Tx &amp; other states that are home to the three conferences rushed to reopen their economies… https://t.co/9w7iTYbW21",2020-08-30 11:08:35,1300027630255853568
18,imax220v,"Durban, South Africa",@simaxis @CyrilRamaphosa @PresidencyZA  Good advert for ANC and good governance. That Cyril is proof that there is… https://t.co/qP33Bx0JL4,2020-08-30 11:08:34,1300027626594209792
19,oldmanadmire,Maldives,#monemaker88882020Covid-19: 1 new positive case involving Alam Cluster reported in Sarawak today https://t.co/ymRy5uh7PB,2020-08-30 11:08:33,1300027624388014080
20,bii__wilfred,"Kericho, Kenya",@DavidMurathedav Be gradually returning covid loot coz after 2022 we shall start with you.,2020-08-30 11:08:33,1300027622227881985
21,jmarine,Japan,"COVID-19: PROTESTS: Berlin
© Kay Nietfeld/DPA via ZUMA Press

August 29, 2020, Berlin, Germany: Protesters at the B… https://t.co/XB8h5t8Eei",2020-08-30 11:08:33,1300027621875412992
22,EastMojo,"Guwahati, India","#Nagaland: 40 security personnel, 15 traced contacts, 11 returnees, 5 frontline workers test positive for COVID-19;… https://t.co/ZKyHAd4fls",2020-08-30 11:08:32,1300027621347127298
23,AbigailStrom,,@EDeplorable2020 @liberty831 @JByrdInNYC @realDonaldTrump @KamalaHarris Again: voters are asking themselves right n… https://t.co/mTyeMIaPZ5,2020-08-30 11:08:32,1300027620801863681
24,ibtimes_india,India,"BREAKING | 

Karnataka BJP President tests COVID positive, admitted to hospital

▪️ Karnataka #BJP President… https://t.co/njafOrvVUM",2020-08-30 11:08:32,1300027620185133057
25,iamnotsteven,"Melbourne, Victoria","@theBruskey007 @VicGovAu And further to that, COVID-19 isn't the flu.",2020-08-30 11:08:32,1300027619866411008
26,samjp671,,"@pastelteacher I’m currently drooling at the thought now as I irejoined SW yesterday to get rid of my Covid belly, atms, bum, legs etc. 😫😫",2020-08-30 11:08:32,1300027618381778945
27,RealReliCzz,"Sydney, New South Wales","If the FFA doesn’t come down on those Sydney fans breaking COVID rules, the league is completely corrupt, no question. #ALeagueGF",2020-08-30 11:08:32,1300027617538527233
28,ILQLive,"Doha, Qatar","The @MOPHQatar has just announced the latest #COVID19 figures here in #Qatar. Check them out here!

#Coronavirus… https://t.co/GZ6vjbxB94",2020-08-30 11:08:30,1300027612748804096
29,GaDawgforTrump,"Fuckaroundandfindoutville, USA",@MikaelKruger @SumatraSue @RepublicanRehab @OpenThreads @SoPhillyFred @Q_Estrada @IanLStrain @jsavite… https://t.co/o7gJYIaKx5,2020-08-30 11:08:30,1300027612291567618
30,HindustanTimes,"New Delhi, India","After Covid-19 vaccine deal with China, Bangladesh firm now inks pact with India’s SII
https://t.co/yGahPa40dR",2020-08-30 11:08:30,1300027611125444610
31,WhoopsKath,I will get through this...,@frank3davies @DebbyBogaert @BBCScotlandNews True. I'm just wondering where all the symptoms leading to up turn in… https://t.co/BioHisfods,2020-08-30 11:08:29,1300027609028362240
32,littledeekay,,"Fact:

Trump supporters are not wearing masks so they do not spread COVID. They are wearing masks so we cannot reco… https://t.co/N3sV0NgHXw",2020-08-30 11:08:29,1300027606671204352
33,DeveloperGang,"Chandigarh, India","FM Nirmala Sitharaman to meet bankers on loan recast on Thursday
https://t.co/WNc4eeTTax
Ahead of the roll out of o… https://t.co/xfi0xbvYZu",2020-08-30 11:08:29,1300027605870096388
34,Changed4Ever,,"@itsJeffTiedrich @realDonaldTrump You obviously haven’t been fact checking, here have some information please check… https://t.co/1pabnXDd8F",2020-08-30 11:08:29,1300027605249220608
35,RIPchild,,@realDonaldTrump Looking forward to seeing Melania look at you lovingly the next time you’re out and about amongst… https://t.co/OoQwcuyIZb,2020-08-30 11:08:29,1300027604993372164
36,AndyCarp18,West Norfolk England,"@etchmo @JuniperOlive @anipossa Lock-down was lifted because of the fall of Covid infections and deaths .
And the m… https://t.co/KPBVtc0POP",2020-08-30 11:08:28,1300027603680743424
37,peachysailor,,like i know eugenics/Darwinism was still in american culture when that shit shouldnt be but its so gross to see peo… https://t.co/v8ZgHrLA1T,2020-08-30 11:08:26,1300027595870756869
38,MuvaFucka1,,Just what the world needs...a new deadly virus. https://t.co/9QYIkafPq0,2020-08-30 11:08:25,1300027591143895040
39,q74272687,,@TlMHTOPXMM did tyler help the covid parties w josh? whats happening.. why is everyone saying tyler deserves this,2020-08-30 11:08:25,1300027590304886787
40,vespersian,"Birmingham, England","Just been to Covid test centre at bham airport as daughter has cough; tested her and me.

Quick, efficient and supe… https://t.co/2UDn5CTfPe",2020-08-30 11:08:25,1300027589004791808
41,defiantacorn,"Connecticut, USA","@TheoBearded @MFutrump @dbongino It’s exactly the same reason, to prevent them from spreading germs to a patient.… https://t.co/5Z2MPRL4Xq",2020-08-30 11:08:24,1300027586945445888
42,AlienRthern,,@MollyJongFast It's Alaska....I've talked to a lot of friends there and most don't see what the big deal is and thi… https://t.co/2qbRD8mDRr,2020-08-30 11:08:24,1300027585943011334
43,Sipper64,"Ontario, Canada","@davidakin My problem is the requirement that ""location services"" be turned on for all apps for the Covid Alert to… https://t.co/PSCgk0xbsr",2020-08-30 11:08:24,1300027584651067393
44,vijeta_at,"Bengaluru, India","Hon. Dr. @drharshvardhan is speaking on Leadership during Pandemic

As a minister he was instrumental in eradicatin… https://t.co/q5gX7AK4vy",2020-08-30 11:08:23,1300027583254261760
45,DB4WorldJustice,"Scotland, United Kingdom","@littllemel @trishbrennan18 You’ve cited the actual CDC Report.
Well done!
Now read and study, and try to understan… https://t.co/vFf8kyzzal",2020-08-30 11:08:22,1300027579420815360
46,DmadNYsportsfan,Jersey,@CEO It doesn’t mention at all the other deaths were from the underlying causes.. it only mentions deaths solely fr… https://t.co/NYnWbMivWN,2020-08-30 11:08:22,1300027579211096064
47,SmexyShirt,Northern California/Upstate SC,"@realDonaldTrump Inciting violence, promoting racism, no covid strategy -- the killing of Americans is on you.",2020-08-30 11:08:22,1300027578720432128
48,yourlivingmanna,USA,"Kneel Down Prayer - Jharkhand State, India #Covid_19 https://t.co/nc565F3rtF via @YouTube",2020-08-30 11:08:22,1300027578535665666
49,supermario200,Padstow NSW Australia,FORZA SYDNEY FC !!!! 2020 (COVID) CHAMPIONS !!!! 🏆🏆🏆🏆🏆🏆🏆🏆,2020-08-30 11:08:21,1300027572445564928
50,Nakamoto1618,,@karldm1 @mewwwws1 @AntjeDoel @MattHancock @thetimes Yeah I get that. I’m not missing anything. Your point that cov… https://t.co/IcKjkmh7bX,2020-08-30 11:08:20,1300027570755379200
51,katepsychfem,,@PointlessBrexit @KatieFee452 @philipjdoyle @MailOnline What NHS? The one denying cancer treatment to my friend? Go… https://t.co/2bJC8fSQVG,2020-08-30 11:08:20,1300027570650570752
52,timshytles,,@jeff_gluck Was never a huge fan but the mans a class act. He deserves a chance at waiver considering the times the… https://t.co/wZQd3caLTS,2020-08-30 11:08:19,1300027565286002689
53,ianujbabu,"प्रयागराज, भारत",@narendramodi With Hike in covid-19 Cases upto 78k+ per day. It would be biggest mistake to conduct Exams in covid.… https://t.co/T6UpZCWuK0,2020-08-30 11:08:19,1300027565281738753
54,Cindymerrilees,Home/Fleming Island,@IngrahamAngle Notice they all have on masks. Unlike Trump’s rally in the South Lawn. We shall see who gets COVID.,2020-08-30 11:08:19,1300027563037937664
55,AfricanewsIT_ES,Africa and the web,Coronavirus – South Africa: COVID-19 statistics in South Africa (29 August 2020) https://t.co/ckIWZq3vFs,2020-08-30 11:08:19,1300027563012689922
56,Einigkeit5,,Eyes Of Lagos-Global Leaders Urge South Korean Government and the UN to Correct Religious Oppression in the Name of… https://t.co/vHiAzQzozv,2020-08-30 11:08:18,1300027562031161344
57,AMRIHospitals,"Kolkata, India","Safety, convenience and peace of mind are now just a phone call away with AMRI Mukandapur’s home collection service… https://t.co/6RUm5lmU6b",2020-08-30 11:08:18,1300027560978391040
58,octaviocerna,,@CardinalOfKek @bdurocher08 @Chaseypoo8 @andrewhassell98 @YoFatQ @malachi_mundell @wojespn we’re still paying taxes… https://t.co/hJOaCNBxKD,2020-08-30 11:08:18,1300027560122671104
59,MatthewCarter97,"Chester, England","@ABLPoli @AaronBastani @I__like__eggs Whereas the 1st mrp outcomes was probably closer than their 2nd, but yes 2020… https://t.co/oz3RYbvYWw",2020-08-30 11:08:17,1300027557555974144
60,OfficialNIHC,"Nottingham, England","🚨COVID-19 working group update🚨

The weekly update from the COVID-19 working group is available now!

📲… https://t.co/07R6aEn7Ic",2020-08-30 11:08:17,1300027557362925568
61,Lamentedtraffic,USA,@klane270 I always knew flu deaths from around the world were counted as covid deaths.,2020-08-30 11:08:17,1300027556469575680
62,528HzTruth,,"@mine65613426 @ninoboxer @ChristianSupre9 No they won’t, because they don’t care about our health. You think they’r… https://t.co/M2maDoASt7",2020-08-30 11:08:17,1300027555790106626
63,DjCrystino,"Romania, Tecuci","Strange feeling about this Covid-19.🤨
#EDM #EDMFamily #trance #trancefamily #Armin #COVID https://t.co/lWl2nkGrk7",2020-08-30 11:08:17,1300027554682867712
64,BernieBolch,Oz (godzone),"@bythelake6 @mhdksafa Just make sure, deniers, when you’re wheeled into the COVID ICU, that your carers understand… https://t.co/OZKuIRA4ba",2020-08-30 11:08:17,1300027554615574532
65,Clark1995C,Smethwick,@ALLIANCELGB @BevJacksonAuth Just wondering where do you stand on covid 19 and wearing masks?,2020-08-30 11:08:16,1300027553697144832
66,davidpreece52,"Manchester, NH","How an intimate wedding in rural Maine led to the state’s largest COVID outbreak, a disaster that spread hundreds o… https://t.co/krRHN6G0rR",2020-08-30 11:08:16,1300027550597615617
67,SavageLCMB,California,"(Only 6%)

Santa Clara County, California

First to shutdown.

Still not opened.

Population 2,000,000

ZERO deaths… https://t.co/ymZGaiBSP5",2020-08-30 11:08:15,1300027548638744579
68,aisankhe,,"@jobzachariah Thanks for sharing! Covid-19 is wreaking havoc on businesses, especially small businesses. With the s… https://t.co/IxavBM6m4U",2020-08-30 11:08:14,1300027545488744451
69,charlesvallins8,,"6 feet may not always be enough distance to protect from COVID-19, new report suggests.     This is not just people… https://t.co/3XxgE8kYhz",2020-08-30 11:08:14,1300027545006403585
70,singhv2003,"Allahabad,U.P.,India","Oxygen-Ozone therapy in COVID 19 &amp; GOUT:ozonated autohemotherapy, which has been used to treat gout and involves in… https://t.co/EjESPvF6y3",2020-08-30 11:08:14,1300027544272396288
71,FullIrishNews,"Dublin City, Ireland",Pogba out of France squad after positive Covid-19 test https://t.co/LSEo5OfagY,2020-08-30 11:08:14,1300027543916105729
72,ggsummer,,My whole life I would never imagine the fear I am feeling if Biden wins? This Country will fall so far down because… https://t.co/qbV50TTWYN,2020-08-30 11:08:14,1300027543597101056
73,Janet741,Australia,Why Do Some People Weather Coronavirus Infection Unscathed? https://t.co/hr2qdfZXpS via @undarkmag,2020-08-30 11:08:13,1300027539297955842
74,Sharpe_Actuary,London,The Susceptible-&gt;infectious-&gt; Susceptible (SIS) epidemiology model differs from those largely discussed so far duri… https://t.co/UDs2r0VwHj,2020-08-30 11:08:13,1300027538664816641
75,PositivelyJoan,,"Dr Dolores Cahill Speech in Dublin Destroys Gov’t Argument for COVID Lockdown, Masks and Vaccines https://t.co/61fGx0sw41 via @21WIRE",2020-08-30 11:08:13,1300027538228510720
76,iamnotsteven,"Melbourne, Victoria",@theBruskey007 @VicGovAu Cases are most definitely relevant. Have you not seen the multiple reports on how messed u… https://t.co/utyH5btomm,2020-08-30 11:08:13,1300027537779695617
77,benjami41627049,"Elizabeth, NJ","@realDonaldTrump Do something about the people dying from COVID-19, how many more are you planing on letting die.!",2020-08-30 11:08:12,1300027536525721600
78,Muzaffar1969,Lahore-Pakistan,"Top story: @JoeBiden: 'The President incites violence, inspires white-supremacist shooters, and his failed COVID re… https://t.co/t1tpHsvmuB",2020-08-30 11:08:12,1300027535628144640
79,chetta1234,"Philadelphia, PA","@realDonaldTrump 
This is Trump’s strategy.  Trump is sending white supremacist to these cities to stir up trouble… https://t.co/5su0kb54EF",2020-08-30 11:08:12,1300027534407618560
80,Happymanicdepre,Haswell Plough United Kingdom,"#SundayMorning #SundayMotivation #Covid_19 

A worrying but important read. 

BBC News - Coronavirus: Children's ro… https://t.co/5AM0mA38M1",2020-08-30 11:08:11,1300027533178687488
81,0_fin_3,,@vadapaoboi Lol our local mithawalas son ran away with a married women came back with covid.,2020-08-30 11:08:11,1300027533056856064
82,NitenSingh17,India,@mona1961talks @SociologyIsArt @rons1212 @Buntea After covid only...,2020-08-30 11:08:10,1300027525662347265
83,RiyaSin58116817,,@Swamy39 @Swamy39 sir we surely know if u talk with @narendramodi sir to postpone neet nd jee in this pandemic situ… https://t.co/tVCI0sEqdZ,2020-08-30 11:08:09,1300027524961853440
84,capitalismandf1,"Minnesota, USA","@RealYeyoZa Before I clicked looked at the picture, I thought “I bet she’s obese”.

Really strange there has been n… https://t.co/xVCSVkKEX5",2020-08-30 11:08:08,1300027519614234624
85,LucasNdyamkama,,"@Kalasinga_ @_ImrKil There is no COVID in TZ, I have friends and grandparents who have health issues  they go to ga… https://t.co/cIxHmnGrA1",2020-08-30 11:08:08,1300027518406348800
86,SamSampsonite,spaceship earth ,"@KrisAnneHall So if someone has diabetes, but then catches covid, and dies choking for breath, with pus filled lung… https://t.co/4O2Ykp9bz0",2020-08-30 11:08:08,1300027517542293505
87,RogueWilde,,@Avalanche remember pre covid? We are still THAT team. We take these games. Cup is ours! #GoAvsGo https://t.co/zQSPLLxjlB,2020-08-30 11:08:07,1300027513276633096
88,crlcourt,,"@Mommandem @mhdksafa @Gridleysoxfan You’ve personally known , not “someone told me about someone , seven people who’ve died from COVID?",2020-08-30 11:08:07,1300027512668422145
89,gcntweet,,"@daveih @guido4 Ha! Unfortunately Orla's stuck in the Netherlands, and because of Covid we're able to do a lot less than we would otherwise.",2020-08-30 11:08:06,1300027510881742849
90,DavidCLukeJr,New Hampshire,"Vegas News | Vegas Is Still Rockin' Despite Layoffs and Closed Casinos
😷 COVID-related updates
🏨 @VitalVegas got so… https://t.co/lJuXrP7YnZ",2020-08-30 11:08:05,1300027507668848640
91,The_Citizen,"Auburn, NY",AUBURN — Many people have gone from working at the office to working at home during the COVID-19 pandemic. https://t.co/r6RUCyzeMd,2020-08-30 11:08:05,1300027507585036288
92,globegazette,"Mason City, Iowa","Janitors around the area, state and nation have been on overdrive working extra hours and learning new procedures i… https://t.co/DjxOjZSKeD",2020-08-30 11:08:05,1300027506150592512
93,baccarat_guy,"London, England","Vegas News | Vegas Is Still Rockin' Despite Layoffs and Closed Casinos
😷 COVID-related updates
🏨 @VitalVegas got so… https://t.co/wS0XXxWS8C",2020-08-30 11:08:04,1300027503273218048
94,canttakeitanym3,,"@mamakin72 @InternetAscetic @PRFYX @STattisconie @Ssimms777 No one is injecting themselves with disinfectant, I don… https://t.co/lVWrY9yXPY",2020-08-30 11:08:04,1300027502883082241
95,RedPill_vs_Blue,,"NOTE: The Country STOPPED talking about Covid-19
Expect trump to order more Trump protesters to clash with BLM prot… https://t.co/F9LbulMBnM",2020-08-30 11:08:04,1300027501335506947
96,RedPill_vs_Blue,,Warning:  The one things that trump is an expert at is distraction &amp; misdirection. trump knew as long as the public… https://t.co/64j4aq02tk,2020-08-30 11:08:04,1300027500458921984
97,TravelZork,,"Vegas News | Vegas Is Still Rockin' Despite Layoffs and Closed Casinos
😷 COVID-related updates
🏨 @VitalVegas got so… https://t.co/qn8AFOBwkY",2020-08-30 11:08:03,1300027497745088514
98,Outlookindia,"New Delhi, India","#SouravGanguly reacts to #CSK crisis.

@SGanguly99 knows the importance of conducting a successful #IPL under his w… https://t.co/q3mRtJ7p5E",2020-08-30 11:08:02,1300027494444068866
99,mandy_facts,"Torquay, Victoria",@wantonsub @LadyMina10 @christhe26 @VickyW26andme To be honest - that's been me the last few weeks. I'd holed up an… https://t.co/mOD4Rl9Z56,2020-08-30 11:08:02,1300027494209212417
100,JAsagwile,"Dar es Salaam, Tanzania","@BloodBrief @DrKarlynB Old age and diabetes alone could kill you, so why attribute the deaths to just COVID? And if… https://t.co/rkKVFSDaWf",2020-08-30 11:08:02,1300027493261471744
101,KarenMy26623876,Mid Tn. Tornado alley,"SHOCK REPORT: This Week CDC Quietly Updated COVID-19 Numbers - Only 9,210 Americans Died From COVID-19 Alone - Rest… https://t.co/pnqx8R2pnX",2020-08-30 11:08:01,1300027488656068608
102,MmanokoF,Pretoria|Joburg | Swatzing,I think what im experiencing is post covid symptoms 😫,2020-08-30 11:08:01,1300027488521859072
103,aph613,,@itsJeffTiedrich @realDonaldTrump Trump’s writing is so filled with double negatives and then he shows a video of h… https://t.co/GTYQs4KuJR,2020-08-30 11:08:01,1300027488337305601
104,KCRG,"Cedar Rapids, Iowa","Even though COVID-19 positivity rates are higher than they were in June when the event was originally planned, peop… https://t.co/3GDWjn88jn",2020-08-30 11:08:00,1300027484361162753
105,ravi_idc,"Bengaluru, Karnataka",This Legend has got NO chill. Becoming an expert in making every market as a monopoly ( First Telecom &amp; Now Retail)… https://t.co/ZyKlXZvILK,2020-08-30 11:08:00,1300027483425701889
106,BarkingAtDems,,"@HillaryClinton the truth always comes out in the end
https://t.co/QJ4WrFUiKC",2020-08-30 11:07:58,1300027478262636544
107,Mwami_Miiro,,@CanaryMugume our champion COVID reporter is this information available to you ?,2020-08-30 11:07:58,1300027476110868480
108,PavaniReddyV1,,@narendramodi Pls Sir lakhs of students only hope our prime minister Modi sir..we need ur r help..pls postpone neet… https://t.co/V2MCXq1W6C,2020-08-30 11:07:57,1300027474651172864
109,tha_don_101,,"@Toby_Dog_Que @JohnMcParland @EluxTroxl @Candour99 @realDonaldTrump Again, talking absolute dogshit. Fact-check wha… https://t.co/V7fAXbjIfr",2020-08-30 11:07:57,1300027473963503616
110,Why01048108,,@blueshabadeuce @toddflister @hollandcourtney Yes racial crimes have gone up in the last four years and most of tha… https://t.co/etlisUAgpU,2020-08-30 11:07:57,1300027473472741376
111,AbigailStrom,,@EDeplorable2020 @JByrdInNYC @realDonaldTrump @KamalaHarris Again: Voters are asking themselves right now if the co… https://t.co/XXdTg0mQqC,2020-08-30 11:07:57,1300027473405579265
112,afriwomencinema,,AT THE AFRICAN WOMEN IN CINEMA BLOG ARCHIVES: African Women in Cinema and New Media #socialmedia #newmedia… https://t.co/wrcrCvEH2L,2020-08-30 11:07:56,1300027469047705601
113,tukahan,"Delhi, India",@timesofindia Indian is suffering from new pandemic @ Man ke baat and #ModijiJhootMatBolo It's dangerous than covid… https://t.co/MAA2wIIaxv,2020-08-30 11:07:56,1300027468397510657
114,mint_rubber,here and there,@cityreport_ @mundodeportivo No. Credible sources have said it's because of Barcelona's project for the few next ye… https://t.co/NbzQHUhm7G,2020-08-30 11:07:56,1300027466958999553
115,Green_Dailies,,Indonesia: Chinese vaccine to be tested as COVID-19 cases rise | Indonesia News https://t.co/Os0n95dj2r,2020-08-30 11:07:55,1300027463402229761
116,birdgirl31,,College towns growing alarmed over COVID-19 outbreaks among students - The Boston Globe https://t.co/opPxntpIRT,2020-08-30 11:07:55,1300027462823354369
117,5G_CORONA_COVID,,"@QEQWAVE Anyway, GM pal",2020-08-30 11:07:54,1300027461372178434
118,shri_aaa,"Nizamuddin West, New Delhi",The current banking challenge is the most intractable one even before COVID-19: Urjit Patel  https://t.co/fTzOr0ncnU,2020-08-30 11:07:54,1300027459379683329
119,Nick12734349,"North West, England",Exactly. Covid shamdemic 🤬 https://t.co/m5n0rMN9nR,2020-08-30 11:07:53,1300027457765076993
120,kailacaam,Hawaiʻi,No wonder y’all got high ass covid cases 😭 https://t.co/6WNRhcASSC,2020-08-30 11:07:53,1300027457232203776
121,MJoseFigueiredo,Portugal,@WillowNBirch @RogerPa37808888 trump has all convenience in this trouble right now. By November USA will not be abl… https://t.co/VtvvuUm2dK,2020-08-30 11:07:53,1300027456355786752
122,TangguhChairil,"Greater Jakarta, Indonesia","On August 29, Australia's @DeptDefence delivered a package of up to $2 million in medical personal protective equip… https://t.co/fPDV4POf9y",2020-08-30 11:07:52,1300027451788070918
123,ReasonableDr,United Kingdom,Is there are verb that one might use to denote causing offence to another by appearing to them to distance oneself… https://t.co/OqAPLpAMxk,2020-08-30 11:07:51,1300027449523294208
124,PositivelyJoan,,"Van Morrison Protests Against COVID Gig Limits, Says Policy Based on ‘Pseudoscience’ https://t.co/TTLnv2Danm via @21WIRE",2020-08-30 11:07:51,1300027445509345280
125,a_evans123,wolverhampton,"@IKEAUK @IKEAUKSupport just gonna ignore the fact there stores look like this 👀
No masks &amp; nobody caring. Allowing… https://t.co/dvN1vjfxII",2020-08-30 11:07:50,1300027442833350659
126,UsutaD,"Namibia, Okakarara","Not more than 10 people per gathering, they said but kids are back to schools?? Y'all can apply that in schools too… https://t.co/SSqqRoaz1r",2020-08-30 11:07:49,1300027439645691906
127,DarrenEmerson5,,"@davidicke If masks only stop you spreading covid, but you can still catch it if another person is not wearing one… https://t.co/G3LpRvPzcL",2020-08-30 11:07:49,1300027438404075522
128,JaneParshally,East Yorkshire,Breaks my heart. TM could've been wonderful. There's lots of reasons why it's failing (stalling of the old Argos de… https://t.co/vtozNbgpLg,2020-08-30 11:07:48,1300027434935488518
129,sweetu0915,,"During Covid-19 times, it is established beyond doubt that only Swadeshi model can help during pandemic.… https://t.co/jW99qtJzQp",2020-08-30 11:07:47,1300027432565530627
130,FanOfStuff00,,@nxsreeen It’s so depressing. We barely got to spend my summer cause of Covid. And now when life returns to normali… https://t.co/rs4LKpQMTd,2020-08-30 11:07:47,1300027431869390848
131,Billy76786977,,@JillWineBanks @UROCKlive1 tRUMP's civil war just getting revved up His mAgatDeathcult is being emboldened daily De… https://t.co/PJGeOdJ3ks,2020-08-30 11:07:47,1300027430892167168
132,lunchpail2,,This guy will shoot someone with his AR 15. Mark my words. Let’s hope he dies of Covid 19 before he gets a chance t… https://t.co/ZIZqRxyGvR,2020-08-30 11:07:47,1300027430082695168
133,concerned4410,,@realDonaldTrump And has zero power or influence.  No leader no initiatiation.  Maybe 100 to 200 people.  Meanwhile… https://t.co/dMNciWLOWi,2020-08-30 11:07:47,1300027429499465728
134,chirurgeonbb,"Selangor, Malaysia","Next upcoming COVID case will be an embarrassing irony. Rules apply to everyone, even if your are the experts.",2020-08-30 11:07:47,1300027428916477953
135,Einigkeit5,,ConfirmGist.com-Global Leaders Urge South Korean Government and the UN to Correct Religious Oppression in the Name… https://t.co/j7bmS9gDwf,2020-08-30 11:07:45,1300027423103152128
136,AshScholem,Tbilisi,"This is what austerity always does, but pandemic makes it even more brutal - “ECLAC estimates that Ecuador will be… https://t.co/kbc92aOtoh",2020-08-30 11:07:44,1300027419722682368
137,Namrata44191773,,@narendramodi Postpone NEET JEE.we are suffering from flood.covid is peak in India your first priority is to save lives of students.,2020-08-30 11:07:42,1300027410713178112
138,ermhaile,"Albuquerque, New Mexico",African migrants 'left to die' in #Saudi_Arabia|’s hellish Covid detention centres. @AbiyAhmedAli @WHO @DrTedros… https://t.co/CFkZyu7Aqs,2020-08-30 11:07:41,1300027405193687041
139,QuatrainGleam,Silicon Valley,"@jonfavs @MarieAnneVC With 2% mortality, if everyone catches covid, we lose 6 million in the next year.

Republican… https://t.co/aB9GJTNmPn",2020-08-30 11:07:40,1300027403465445377
140,TJ12255,Nigeria,Ongoing IPC Training of COVID-19 Burial Teams in Zamfara State. https://t.co/cfwV0hmtKa,2020-08-30 11:07:40,1300027400865095687
141,tjgkjgmob,,"Any answers to this @LSEnews
#LSE?

Or is the re opening of campus more about pressure from private halls?

https://t.co/HBfYqszLZh",2020-08-30 11:07:39,1300027397971103744
142,AdamGrowe,,@JennLapointe A bit. Can’t say I blame legitimate journalists from declining to give this event a spotlight. https://t.co/IBJBsXzbyV,2020-08-30 11:07:39,1300027397216104455
143,MrsSMHI,"Hampshire, UK","The most stupid teacher quotation yet:  

""I don't want asymptomatic children coughing Covid at me"".

It's a worry… https://t.co/IL3ruGRJC4",2020-08-30 11:07:39,1300027396238774272
144,xzqx,Milfadelphia,"@rep_stosq_void I didn’t know you had covid. That’s freaking terrifying. I’m pretty sure that isn’t it, because I t… https://t.co/T7YToNctXD",2020-08-30 11:07:39,1300027395370557440
145,lovemylife81,"New Jersey, USA",@Redistrict Cool now do COVID...,2020-08-30 11:07:38,1300027394334560257
146,tylerelives,"Prospect Park South, Brooklyn","@CarmineSabia @realDonaldTrump REALLY?

It's a shame that Trump places HIS politics above the safety of the citizen… https://t.co/JQWRNe2xwf",2020-08-30 11:07:38,1300027393739022336
